"plant_no","Cno","Cno_val","plant_name.x.x","genus.x.x","family.x.x","long","long_code","long_val","plant_name.y.x","genus.y.x","family.y.x","soil_nutr","soil_nutr_val","plant_name.x","genus.x","family.x","leafP","leafP_val","plant_name.x.y","genus.x.y","family.x.y","leafN","leafN_val","plant_name.y.y","genus.y.y","family.y.y","plant_name.y","genus.y","family.y"
570160050,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","2-10","HERNIARIA GLABRA","HERNIARIA","CARYOPHYLLACEAE","Soil nutrients","infertile","HERNIARIA GLABRA","HERNIARIA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HERNIARIA GLABRA","herniaria","CARYOPHYLLACEAE"
570170010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ILLECEBRUM VERTICILLATUM","ILLECEBRUM","CARYOPHYLLACEAE","Soil nutrients","very infertile","ILLECEBRUM VERTICILLATUM","ILLECEBRUM","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ILLECEBRUM VERTICILLATUM","illecebrum","CARYOPHYLLACEAE"
570190010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYCARPON TETRAPHYLLUM","polycarpon","CARYOPHYLLACEAE"
570220010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SPERGULA ARVENSIS","SPERGULA","CARYOPHYLLACEAE","Soil nutrients","fertile","SPERGULA ARVENSIS","SPERGULA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPERGULA ARVENSIS","spergula","CARYOPHYLLACEAE"
570230068,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SPERGULARIA MEDIA","SPERGULARIA","CARYOPHYLLACEAE","Soil nutrients","infertile","SPERGULARIA MEDIA","SPERGULARIA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPERGULARIA MEDIA","spergularia","CARYOPHYLLACEAE"
570250040,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","LYCHNIS FLOS-CUCULI","LYCHNIS","CARYOPHYLLACEAE","Soil nutrients","infertile","LYCHNIS FLOS-CUCULI","LYCHNIS","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LYCHNIS FLOS-CUCULI","lychnis","CARYOPHYLLACEAE"
570260010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","AGROSTEMMA GITHAGO","AGROSTEMMA","CARYOPHYLLACEAE","Soil nutrients","fertile","AGROSTEMMA GITHAGO","AGROSTEMMA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGROSTEMMA GITHAGO","agrostemma","CARYOPHYLLACEAE"
570281050,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SILENE LATIFOLIA","SILENE","CARYOPHYLLACEAE","Soil nutrients","fertile","SILENE LATIFOLIA","SILENE","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SILENE LATIFOLIA","silene","CARYOPHYLLACEAE"
570290010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","CUCUBALUS BACCIFER","CUCUBALUS","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUCUBALUS BACCIFER","cucubalus","CARYOPHYLLACEAE"
570330090,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SAPONARIA OFFICINALIS","SAPONARIA","CARYOPHYLLACEAE","Soil nutrients","very fertile","SAPONARIA OFFICINALIS","SAPONARIA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAPONARIA OFFICINALIS","saponaria","CARYOPHYLLACEAE"
570350140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PETRORHAGIA NANTEUILII","petrorhagia","CARYOPHYLLACEAE"
570360280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","DIANTHUS GRATIANOPOLITANUS","DIANTHUS","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIANTHUS GRATIANOPOLITANUS","dianthus","CARYOPHYLLACEAE"
580010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYMPHAEA ALBA","nymphaea","NYMPHAEACEAE"
580020020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUPHAR PUMILA","nuphar","NYMPHAEACEAE"
600010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CERATOPHYLLUM DEMERSUM","CERATOPHYLLUM","CERATOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CERATOPHYLLUM DEMERSUM","ceratophyllum","CERATOPHYLLACEAE"
610010050,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HELLEBORUS VIRIDIS","HELLEBORUS","RANUNCULACEAE","Soil nutrients","fertile","HELLEBORUS VIRIDIS","HELLEBORUS","RANUNCULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HELLEBORUS VIRIDIS","helleborus","RANUNCULACEAE"
610020010,"2C DNA content (pg)","18.6","ERANTHIS HYEMALIS","ERANTHIS","RANUNCULACEAE","Longevity of stems (yrs)","5.02","<1","ERANTHIS HYEMALIS","ERANTHIS","RANUNCULACEAE","Soil nutrients","fertile","ERANTHIS HYEMALIS","ERANTHIS","RANUNCULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERANTHIS HYEMALIS","eranthis","RANUNCULACEAE"
610060010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","TROLLIUS EUROPAEUS","TROLLIUS","RANUNCULACEAE","Soil nutrients","fertile","TROLLIUS EUROPAEUS","TROLLIUS","RANUNCULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROLLIUS EUROPAEUS","trollius","RANUNCULACEAE"
610080010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ACTAEA SPICATA","ACTAEA","RANUNCULACEAE","Soil nutrients","fertile","ACTAEA SPICATA","ACTAEA","RANUNCULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACTAEA SPICATA","actaea","RANUNCULACEAE"
610100010,"2C DNA content (pg)","33.0","CALTHA PALUSTRIS","CALTHA","RANUNCULACEAE","Longevity of stems (yrs)","5.02","<1","CALTHA PALUSTRIS","CALTHA","RANUNCULACEAE","Soil nutrients","fertile","CALTHA PALUSTRIS","CALTHA","RANUNCULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALTHA PALUSTRIS","caltha","RANUNCULACEAE"
610110110,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ACONITUM NAPELLUS","ACONITUM","RANUNCULACEAE","Soil nutrients","fertile","ACONITUM NAPELLUS","ACONITUM","RANUNCULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACONITUM NAPELLUS","aconitum","RANUNCULACEAE"
610140010,"2C DNA content (pg)","38.1","ANEMONE NEMOROSA","ANEMONE","RANUNCULACEAE","Longevity of stems (yrs)","5.02","<1","ANEMONE NEMOROSA","ANEMONE","RANUNCULACEAE","Soil nutrients","fertile","ANEMONE NEMOROSA","ANEMONE","RANUNCULACEAE","Mature leaf P concentration (mg/g)","1-2","ANEMONE NEMOROSA","ANEMONE","RANUNCULACEAE","Mature leaf N concentration (mg/g)","20-30","ANEMONE NEMOROSA","ANEMONE","RANUNCULACEAE","ANEMONE NEMOROSA","anemone","RANUNCULACEAE"
610160070,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","2-10","PULSATILLA VULGARIS","PULSATILLA","RANUNCULACEAE","Soil nutrients","infertile","PULSATILLA VULGARIS","PULSATILLA","RANUNCULACEAE","Mature leaf P concentration (mg/g)","1-2","PULSATILLA VULGARIS","PULSATILLA","RANUNCULACEAE","Mature leaf N concentration (mg/g)","10-20","PULSATILLA VULGARIS","PULSATILLA","RANUNCULACEAE","PULSATILLA VULGARIS","pulsatilla","RANUNCULACEAE"
610170020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","CLEMATIS VITALBA","CLEMATIS","RANUNCULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLEMATIS VITALBA","clematis","RANUNCULACEAE"
610180070,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ADONIS ANNUA","ADONIS","RANUNCULACEAE","Soil nutrients","very infertile","ADONIS ANNUA","ADONIS","RANUNCULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ADONIS ANNUA","adonis","RANUNCULACEAE"
610191210,"2C DNA content (pg)","9.0","RANUNCULUS TRIPARTITUS","RANUNCULUS","RANUNCULACEAE","Longevity of stems (yrs)","5.02","<1","RANUNCULUS TRIPARTITUS","RANUNCULUS","RANUNCULACEAE","Soil nutrients","very fertile","RANUNCULUS TRIPARTITUS","RANUNCULUS","RANUNCULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RANUNCULUS TRIPARTITUS","ranunculus","RANUNCULACEAE"
610210010,"2C DNA content (pg)","2.2","MYOSURUS MINIMUS","MYOSURUS","RANUNCULACEAE","Longevity of stems (yrs)","5.02","<1","MYOSURUS MINIMUS","MYOSURUS","RANUNCULACEAE","Soil nutrients","fertile","MYOSURUS MINIMUS","MYOSURUS","RANUNCULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MYOSURUS MINIMUS","myosurus","RANUNCULACEAE"
610220040,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","AQUILEGIA VULGARIS","AQUILEGIA","RANUNCULACEAE","Soil nutrients","fertile","AQUILEGIA VULGARIS","AQUILEGIA","RANUNCULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQUILEGIA VULGARIS","aquilegia","RANUNCULACEAE"
610230070,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","THALICTRUM ALPINUM","THALICTRUM","RANUNCULACEAE","Soil nutrients","infertile","THALICTRUM ALPINUM","THALICTRUM","RANUNCULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THALICTRUM ALPINUM","thalictrum","RANUNCULACEAE"
630050010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","BERBERIS VULGARIS","BERBERIS","BERBERIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BERBERIS VULGARIS","berberis","BERBERIDACEAE"
630060010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAHONIA AQUIFOLIUM","mahonia","BERBERIDACEAE"
660010020,"2C DNA content (pg)","5.2","PAPAVER RHOEAS","PAPAVER","PAPAVERACEAE","Longevity of stems (yrs)","5.02","<1","PAPAVER RHOEAS","PAPAVER","PAPAVERACEAE","Soil nutrients","fertile","PAPAVER RHOEAS","PAPAVER","PAPAVERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAPAVER RHOEAS","papaver","PAPAVERACEAE"
660020010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","MECONOPSIS CAMBRICA","MECONOPSIS","PAPAVERACEAE","Soil nutrients","infertile","MECONOPSIS CAMBRICA","MECONOPSIS","PAPAVERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MECONOPSIS CAMBRICA","meconopsis","PAPAVERACEAE"
660050010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","GLAUCIUM FLAVUM","GLAUCIUM","PAPAVERACEAE","Soil nutrients","infertile","GLAUCIUM FLAVUM","GLAUCIUM","PAPAVERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLAUCIUM FLAVUM","glaucium","PAPAVERACEAE"
660060010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CHELIDONIUM MAJUS","CHELIDONIUM","PAPAVERACEAE","Soil nutrients","fertile","CHELIDONIUM MAJUS","CHELIDONIUM","PAPAVERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHELIDONIUM MAJUS","chelidonium","PAPAVERACEAE"
660100010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CERATOCAPNOS CLAVICULATA","CERATOCAPNOS","FUMARIACEAE","Soil nutrients","very infertile","CERATOCAPNOS CLAVICULATA","CERATOCAPNOS","FUMARIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CERATOCAPNOS CLAVICULATA","ceratocapnos","FUMARIACEAE"
660100030,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","PSEUDOFUMARIA LUTEA","PSEUDOFUMARIA","FUMARIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSEUDOFUMARIA LUTEA","pseudofumaria","FUMARIACEAE"
660120110,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","FUMARIA PURPUREA","FUMARIA","FUMARIACEAE","Soil nutrients","fertile","FUMARIA PURPUREA","FUMARIA","FUMARIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FUMARIA PURPUREA","fumaria","FUMARIACEAE"
680010120,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SISYMBRIUM ALTISSIMUM","SISYMBRIUM","BRASSICACEAE","Soil nutrients","fertile","SISYMBRIUM ALTISSIMUM","SISYMBRIUM","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SISYMBRIUM ALTISSIMUM","sisymbrium","BRASSICACEAE"
680040010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","DESCURAINIA SOPHIA","DESCURAINIA","BRASSICACEAE","Soil nutrients","very fertile","DESCURAINIA SOPHIA","DESCURAINIA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DESCURAINIA SOPHIA","descurainia","BRASSICACEAE"
680060010,"2C DNA content (pg)","3.9","ALLIARIA PETIOLATA","ALLIARIA","BRASSICACEAE","Longevity of stems (yrs)","5.02","<1","ALLIARIA PETIOLATA","ALLIARIA","BRASSICACEAE","Soil nutrients","fertile","ALLIARIA PETIOLATA","ALLIARIA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALLIARIA PETIOLATA","alliaria","BRASSICACEAE"
680080010,"2C DNA content (pg)","0.5","ARABIDOPSIS THALIANA","ARABIDOPSIS","BRASSICACEAE",NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","ARABIDOPSIS THALIANA","ARABIDOPSIS","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARABIDOPSIS THALIANA","arabidopsis","BRASSICACEAE"
680140070,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ISATIS TINCTORIA","ISATIS","BRASSICACEAE","Soil nutrients","fertile","ISATIS TINCTORIA","ISATIS","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISATIS TINCTORIA","isatis","BRASSICACEAE"
680160020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUNIAS ORIENTALIS","bunias","BRASSICACEAE"
680260010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","ERYSIMUM CHEIRI","ERYSIMUM","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERYSIMUM CHEIRI","erysimum","BRASSICACEAE"
680200030,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HESPERIS MATRONALIS","HESPERIS","BRASSICACEAE","Soil nutrients","infertile","HESPERIS MATRONALIS","HESPERIS","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESPERIS MATRONALIS","hesperis","BRASSICACEAE"
680290020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","MATTHIOLA SINUATA","MATTHIOLA","BRASSICACEAE","Soil nutrients","infertile","MATTHIOLA SINUATA","MATTHIOLA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATTHIOLA SINUATA","matthiola","BRASSICACEAE"
680360030,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","BARBAREA VERNA","BARBAREA","BRASSICACEAE","Soil nutrients","fertile","BARBAREA VERNA","BARBAREA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BARBAREA VERNA","barbarea","BRASSICACEAE"
680380058,"2C DNA content (pg)","1.4","RORIPPA PALUSTRIS","RORIPPA","BRASSICACEAE","Longevity of stems (yrs)","5.02","<1","RORIPPA PALUSTRIS","RORIPPA","BRASSICACEAE","Soil nutrients","fertile","RORIPPA PALUSTRIS","RORIPPA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RORIPPA PALUSTRIS","rorippa","BRASSICACEAE"
680380050,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","RORIPPA ISLANDICA","","BRASSICACEAE","Soil nutrients","fertile","RORIPPA ISLANDICA","","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RORIPPA ISLANDICA","","BRASSICACEAE"
680390010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ARMORACIA RUSTICANA","ARMORACIA","BRASSICACEAE","Soil nutrients","very fertile","ARMORACIA RUSTICANA","ARMORACIA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARMORACIA RUSTICANA","armoracia","BRASSICACEAE"
680410200,"2C DNA content (pg)","3.3","CARDAMINE PRATENSIS","CARDAMINE","BRASSICACEAE","Longevity of stems (yrs)","5.02","<1","CARDAMINE PRATENSIS","CARDAMINE","BRASSICACEAE","Soil nutrients","fertile","CARDAMINE PRATENSIS","CARDAMINE","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDAMINE PRATENSIS","cardamine","BRASSICACEAE"
680420020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","ARABIS PETRAEA","ARABIS","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARABIS PETRAEA","arabis","BRASSICACEAE"
680500070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","ALYSSUM ALYSSOIDES","ALYSSUM","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALYSSUM ALYSSOIDES","alyssum","BRASSICACEAE"
680560010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","LOBULARIA MARITIMA","LOBULARIA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOBULARIA MARITIMA","lobularia","BRASSICACEAE"
680590280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","DRABA NORVEGICA","DRABA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRABA NORVEGICA","draba","BRASSICACEAE"
680600011,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","EROPHILA MAJUSCULA","EROPHILA","BRASSICACEAE","Soil nutrients","very infertile","EROPHILA MAJUSCULA","EROPHILA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EROPHILA MAJUSCULA","erophila","BRASSICACEAE"
680630020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","COCHLEARIA OFFICINALIS","COCHLEARIA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COCHLEARIA OFFICINALIS","cochlearia","BRASSICACEAE"
680660010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CAMELINA SATIVA","CAMELINA","BRASSICACEAE","Soil nutrients","fertile","CAMELINA SATIVA","CAMELINA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAMELINA SATIVA","camelina","BRASSICACEAE"
680680010,"2C DNA content (pg)","4.1","CAPSELLA BURSA-PASTORIS","CAPSELLA","BRASSICACEAE","Longevity of stems (yrs)","5.02","<1","CAPSELLA BURSA-PASTORIS","CAPSELLA","BRASSICACEAE","Soil nutrients","fertile","CAPSELLA BURSA-PASTORIS","CAPSELLA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAPSELLA BURSA-PASTORIS","capsella","BRASSICACEAE"
680710010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HORNUNGIA PETRAEA","HORNUNGIA","BRASSICACEAE","Soil nutrients","very infertile","HORNUNGIA PETRAEA","HORNUNGIA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORNUNGIA PETRAEA","hornungia","BRASSICACEAE"
680730010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","TEESDALIA NUDICAULIS","TEESDALIA","BRASSICACEAE","Soil nutrients","very infertile","TEESDALIA NUDICAULIS","TEESDALIA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEESDALIA NUDICAULIS","teesdalia","BRASSICACEAE"
680740030,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","THLASPI PERFOLIATUM","THLASPI","BRASSICACEAE","Soil nutrients","very infertile","THLASPI PERFOLIATUM","THLASPI","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THLASPI PERFOLIATUM","thlaspi","BRASSICACEAE"
680770100,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","IBERIS AMARA","IBERIS","BRASSICACEAE","Soil nutrients","very infertile","IBERIS AMARA","IBERIS","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IBERIS AMARA","iberis","BRASSICACEAE"
680800010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","LEPIDIUM CAMPESTRE","LEPIDIUM","BRASSICACEAE","Soil nutrients","fertile","LEPIDIUM CAMPESTRE","LEPIDIUM","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEPIDIUM CAMPESTRE","lepidium","BRASSICACEAE"
680820030,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CORONOPUS DIDYMUS","CORONOPUS","BRASSICACEAE","Soil nutrients","infertile","CORONOPUS DIDYMUS","CORONOPUS","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CORONOPUS DIDYMUS","coronopus","BRASSICACEAE"
680830010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SUBULARIA AQUATICA","SUBULARIA","BRASSICACEAE","Soil nutrients","very infertile","SUBULARIA AQUATICA","SUBULARIA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUBULARIA AQUATICA","subularia","BRASSICACEAE"
680870090,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","DIPLOTAXIS MURALIS","DIPLOTAXIS","BRASSICACEAE","Soil nutrients","fertile","DIPLOTAXIS MURALIS","DIPLOTAXIS","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIPLOTAXIS MURALIS","diplotaxis","BRASSICACEAE"
680880190,"2C DNA content (pg)","1.6","BRASSICA NIGRA","BRASSICA","BRASSICACEAE","Longevity of stems (yrs)","5.02","<1","BRASSICA NIGRA","BRASSICA","BRASSICACEAE","Soil nutrients","fertile","BRASSICA NIGRA","BRASSICA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRASSICA NIGRA","brassica","BRASSICACEAE"
680890030,"2C DNA content (pg)","1.0","SINAPIS ALBA","SINAPIS","BRASSICACEAE","Longevity of stems (yrs)","5.02","<1","SINAPIS ALBA","SINAPIS","BRASSICACEAE","Soil nutrients","fertile","SINAPIS ALBA","SINAPIS","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SINAPIS ALBA","sinapis","BRASSICACEAE"
680920040,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","2-10","COINCYA WRIGHTII","COINCYA","BRASSICACEAE","Soil nutrients","very infertile","COINCYA WRIGHTII","COINCYA","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COINCYA WRIGHTII","coincya","BRASSICACEAE"
681000010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CAKILE MARITIMA","CAKILE","BRASSICACEAE","Soil nutrients","fertile","CAKILE MARITIMA","CAKILE","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAKILE MARITIMA","cakile","BRASSICACEAE"
681010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAPISTRUM PERENNE","rapistrum","BRASSICACEAE"
681030010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CRAMBE MARITIMA","CRAMBE","BRASSICACEAE","Soil nutrients","very infertile","CRAMBE MARITIMA","CRAMBE","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRAMBE MARITIMA","crambe","BRASSICACEAE"
681080010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","RAPHANUS RAPHANISTRUM","RAPHANUS","BRASSICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAPHANUS RAPHANISTRUM","raphanus","BRASSICACEAE"
690010170,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","RESEDA LUTEA","RESEDA","RESEDACEAE","Soil nutrients","very fertile","RESEDA LUTEA","RESEDA","RESEDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESEDA LUTEA","reseda","RESEDACEAE"
700010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","SARRACENIA PURPUREA","SARRACENIA","SARRACENIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SARRACENIA PURPUREA","sarracenia","SARRACENIACEAE"
710020010,"2C DNA content (pg)","1.8","DROSERA ROTUNDIFOLIA","DROSERA","DROSERACEAE","Longevity of stems (yrs)","5.02","<1","DROSERA ROTUNDIFOLIA","DROSERA","DROSERACEAE","Soil nutrients","infertile","DROSERA ROTUNDIFOLIA","DROSERA","DROSERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DROSERA ROTUNDIFOLIA","drosera","DROSERACEAE"
